Date,Region,District,Population,Densite,Maladie,Cas_confirmes,Morts,Temperature_moy,Humidite_moy,Precipitations_tota,Vent_vit_moy,Densite_moustiques,Espece_vecteur,Acces_soins
2022-09-15,Louga,DAHRA,1084483,43.46,Dengue,6,0,27.19,53.31,85.79,3.14,0.01,Aedes aegypti,0.66
2022-09-15,Matam,KANEL,749441,25.5,Paludisme,0,0,28.94,40.45,885.12,2.93,0.0,Anopheles gambiae,0.9
2022-09-15,Matam,DAGANA,749441,25.5,Dengue,33,0,28.94,40.45,885.12,2.93,0.04,Aedes aegypti,0.73
2022-09-15,Saint-Louis,SAINT-LOUIS,1127006,58.55,Paludisme,78,1,26.16,55.57,598.07,3.69,0.07,Anopheles gambiae,0.64
2022-09-15,Saint-Louis,RICHARD-TOLL,1127006,58.55,Dengue,28,0,26.16,55.57,598.07,3.69,0.02,Aedes aegypti,0.85
2022-09-15,Sedhiou,GOUDOMP,598394,81.39,Paludisme,3748,17,26.43,73.0,1020.24,1.5,6.26,Anopheles gambiae,0.85
2022-09-15,Sedhiou,GOUDOMP,598394,81.39,Dengue,53,0,26.43,73.0,1020.24,1.5,0.09,Aedes aegypti,0.85
2022-09-15,Tambacounda,DIANKHEMAKHAN,912193,21.52,Paludisme,29221,150,28.83,43.24,856.58,2.56,32.03,Anopheles gambiae,0.61
2022-09-15,Tambacounda,BAKEL,912193,21.52,Dengue,0,0,28.83,43.24,856.58,2.56,0.0,Aedes aegypti,0.73
2022-09-15,Thies,THIES,2274939,340.95,Paludisme,7725,41,25.87,64.83,346.03,3.25,3.4,Anopheles gambiae,0.91
2022-09-15,Thies,JOAL,2274939,340.95,Dengue,16,0,25.87,64.83,346.03,3.25,0.01,Aedes aegypti,0.88
2022-09-15,Ziguinchor,OUSSOUYE,693836,94.3,Paludisme,1992,19,26.69,71.11,1500.0,1.18,2.87,Anopheles gambiae,0.63
2022-09-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Dengue,0,0,26.69,71.11,1500.0,1.18,0.0,Aedes aegypti,0.62
2022-10-15,Dakar,PIKINE,3937727,7198.81,Paludisme,12495,52,23.75,80.06,723.55,4.4,3.17,Anopheles gambiae,0.88
2022-10-15,Dakar,DAKAR-SUD,3937727,7198.81,Dengue,8,0,23.75,80.06,723.55,4.4,0.0,Aedes aegypti,0.95
2022-10-15,Diourbel,DIOURBEL,1915297,397.06,Paludisme,1,0,27.47,47.62,296.35,2.86,0.0,Anopheles gambiae,0.61
2022-10-15,Diourbel,TOUBA,1915297,397.06,Dengue,0,0,27.47,47.62,296.35,2.86,0.0,Aedes aegypti,0.73
2022-10-15,Fatick,GOSSASS,939479,137.12,Paludisme,952,6,27.78,54.43,636.95,2.88,1.01,Anopheles gambiae,0.75
2022-10-15,Fatick,DIOFFIOR,939479,137.12,Dengue,54,0,27.78,54.43,636.95,2.88,0.06,Aedes aegypti,0.87
2022-10-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,5971,31,27.87,52.55,1093.15,2.57,7.65,Anopheles gambiae,0.82
2022-10-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,13,0,27.87,52.55,1093.15,2.57,0.02,Aedes aegypti,0.85
2022-10-15,Kaolack,KOUNGUEUL,1230471,229.8,Paludisme,25878,258,26.99,56.29,1055.51,2.45,21.03,Anopheles gambiae,0.8
2022-10-15,Kaolack,NIORO DU RIP,1230471,229.8,Dengue,2,0,26.99,56.29,1055.51,2.45,0.0,Aedes aegypti,0.69
2022-10-15,Kedougou,KEDOUGOU,201788,12.01,Paludisme,40363,281,27.95,57.02,1500.0,1.93,100.0,Anopheles gambiae,0.83
2022-10-15,Kedougou,SARAYA,201788,12.01,Dengue,2,0,27.95,57.02,1500.0,1.93,0.01,Aedes aegypti,0.81
2022-10-15,Kolda,KOLDA,872765,63.55,Paludisme,152064,1466,27.57,60.36,1225.07,2.07,100.0,Anopheles gambiae,0.64
2022-10-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Dengue,1,0,27.57,60.36,1225.07,2.07,0.0,Aedes aegypti,0.73
2022-10-15,Louga,LINGUERE,1084483,43.46,Paludisme,1452,10,26.06,55.71,621.95,3.19,1.34,Anopheles gambiae,0.77
2022-10-15,Louga,LOUGA,1084483,43.46,Dengue,5,0,26.06,55.71,621.95,3.19,0.0,Aedes aegypti,0.68
2022-10-15,Matam,MATAM,749441,25.5,Paludisme,1510,9,28.54,45.94,740.33,2.88,2.01,Anopheles gambiae,0.65
2022-10-15,Matam,KIDIRA,749441,25.5,Dengue,19,0,28.54,45.94,740.33,2.88,0.03,Aedes aegypti,0.67
2022-10-15,Saint-Louis,PODOR,1127006,58.55,Paludisme,2,0,26.32,54.43,868.35,3.68,0.0,Anopheles gambiae,0.76
2022-10-15,Saint-Louis,RICHARD-TOLL,1127006,58.55,Dengue,24,0,26.32,54.43,868.35,3.68,0.02,Aedes aegypti,0.66
2022-10-15,Sedhiou,BOUNKILING,598394,81.39,Paludisme,659,3,26.62,67.72,1500.0,1.69,1.1,Anopheles gambiae,0.62
2022-10-15,Sedhiou,SEDHIOU,598394,81.39,Dengue,1,0,26.62,67.72,1500.0,1.69,0.0,Aedes aegypti,0.84
2022-10-15,Tambacounda,BAKEL,912193,21.52,Paludisme,91387,834,28.51,43.48,655.69,2.48,100.0,Anopheles gambiae,0.64
2022-10-15,Tambacounda,TAMBACOUNDA,912193,21.52,Dengue,4,0,28.51,43.48,655.69,2.48,0.0,Aedes aegypti,0.72
2022-10-15,Thies,JOAL,2274939,340.95,Paludisme,3731,37,25.8,62.91,1253.6,3.21,1.64,Anopheles gambiae,0.82
2022-10-15,Thies,MEKHE,2274939,340.95,Dengue,5,0,25.8,62.91,1253.6,3.21,0.0,Aedes aegypti,0.89
2022-10-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Paludisme,0,0,26.52,69.58,1500.0,1.19,0.0,Anopheles gambiae,0.73
2022-10-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Dengue,0,0,26.52,69.58,1500.0,1.19,0.0,Aedes aegypti,0.83
2022-11-15,Dakar,RUFISQUE,3937727,7198.81,Paludisme,8482,66,24.94,79.78,766.09,4.39,2.15,Anopheles gambiae,0.94
2022-11-15,Dakar,PIKINE,3937727,7198.81,Dengue,37,0,24.94,79.78,766.09,4.39,0.01,Aedes aegypti,0.89
2022-11-15,Diourbel,KOUPENTOUM,1915297,397.06,Paludisme,653,5,27.28,49.55,537.65,3.01,0.34,Anopheles gambiae,0.8
2022-11-15,Diourbel,MBACKE,1915297,397.06,Dengue,221,0,27.28,49.55,537.65,3.01,0.12,Aedes aegypti,0.78
2022-11-15,Fatick,FATICK,939479,137.12,Paludisme,719,2,27.44,55.95,811.4,2.91,0.77,Anopheles gambiae,0.84
2022-11-15,Fatick,NDOFFANE,939479,137.12,Dengue,2,0,27.44,55.95,811.4,2.91,0.0,Aedes aegypti,0.8
2022-11-15,Kaffrine,MALEM-HODDAR,780562,69.59,Paludisme,6558,47,27.72,61.25,1078.46,2.6,8.4,Anopheles gambiae,0.61
2022-11-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,6,0,27.72,61.25,1078.46,2.6,0.01,Aedes aegypti,0.63
2022-11-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,14063,71,26.87,60.71,793.27,2.66,11.43,Anopheles gambiae,0.84
2022-11-15,Kaolack,KOUNGUEUL,1230471,229.8,Dengue,2,0,26.87,60.71,793.27,2.66,0.0,Aedes aegypti,0.84
2022-11-15,Kedougou,SALEMATA,201788,12.01,Paludisme,88783,660,28.2,57.29,1500.0,1.94,100.0,Anopheles gambiae,0.73
2022-11-15,Kedougou,SARAYA,201788,12.01,Dengue,1,0,28.2,57.29,1500.0,1.94,0.0,Aedes aegypti,0.8
2022-11-15,Kolda,KOLDA,872765,63.55,Paludisme,213027,1802,26.01,66.13,1170.02,2.14,100.0,Anopheles gambiae,0.87
2022-11-15,Kolda,MEDINA-YORO-FOULAH,872765,63.55,Dengue,0,0,26.01,66.13,1170.02,2.14,0.0,Aedes aegypti,0.77
2022-11-15,Louga,COKI,1084483,43.46,Paludisme,1138,5,27.45,53.17,1083.15,3.12,1.05,Anopheles gambiae,0.65
2022-11-15,Louga,KEUR-MOMAR-SARR,1084483,43.46,Dengue,2,0,27.45,53.17,1083.15,3.12,0.0,Aedes aegypti,0.76
2022-11-15,Matam,THILOGNE,749441,25.5,Paludisme,9016,70,29.32,43.91,530.19,2.82,12.03,Anopheles gambiae,0.81
2022-11-15,Matam,RANEROU,749441,25.5,Dengue,0,0,29.32,43.91,530.19,2.82,0.0,Aedes aegypti,0.8
2022-11-15,Saint-Louis,SAINT-LOUIS,1127006,58.55,Paludisme,730,6,26.47,54.28,845.14,3.66,0.65,Anopheles gambiae,0.69
2022-11-15,Saint-Louis,SAINT-LOUIS,1127006,58.55,Dengue,30,0,26.47,54.28,845.14,3.66,0.03,Aedes aegypti,0.84
2022-11-15,Sedhiou,GOUDOMP,598394,81.39,Paludisme,1080,5,26.24,66.19,1500.0,1.93,1.8,Anopheles gambiae,0.63
2022-11-15,Sedhiou,SEDHIOU,598394,81.39,Dengue,2,0,26.24,66.19,1500.0,1.93,0.0,Aedes aegypti,0.78
2022-11-15,Tambacounda,GOUDIRY,912193,21.52,Paludisme,73967,579,28.4,48.77,958.48,2.56,81.09,Anopheles gambiae,0.69
2022-11-15,Tambacounda,BAKEL,912193,21.52,Dengue,4,0,28.4,48.77,958.48,2.56,0.0,Aedes aegypti,0.89
2022-11-15,Thies,KHOMBOLE,2274939,340.95,Paludisme,5872,39,25.06,64.8,1111.47,3.44,2.58,Anopheles gambiae,0.85
2022-11-15,Thies,THIES,2274939,340.95,Dengue,5,0,25.06,64.8,1111.47,3.44,0.0,Aedes aegypti,0.92
2022-11-15,Ziguinchor,OUSSOUYE,693836,94.3,Paludisme,5785,49,26.64,68.32,830.89,1.25,8.34,Anopheles gambiae,0.78
2022-11-15,Ziguinchor,ZIGUINCHOR,693836,94.3,Dengue,2,0,26.64,68.32,830.89,1.25,0.0,Aedes aegypti,0.62
2022-12-15,Dakar,DAKAR-SUD,3937727,7198.81,Paludisme,670,3,24.56,78.6,745.81,4.33,0.17,Anopheles gambiae,0.95
2022-12-15,Dakar,GUEDIAWAYE,3937727,7198.81,Dengue,1,0,24.56,78.6,745.81,4.33,0.0,Aedes aegypti,0.87
2022-12-15,Diourbel,MBACKE,1915297,397.06,Paludisme,19011,137,27.56,51.85,717.86,2.94,9.93,Anopheles gambiae,0.63
2022-12-15,Diourbel,KOUPENTOUM,1915297,397.06,Dengue,2,0,27.56,51.85,717.86,2.94,0.0,Aedes aegypti,0.65
2022-12-15,Fatick,FATICK,939479,137.12,Paludisme,525,2,27.63,52.35,918.4,3.01,0.56,Anopheles gambiae,0.84
2022-12-15,Fatick,PASSY,939479,137.12,Dengue,10,0,27.63,52.35,918.4,3.01,0.01,Aedes aegypti,0.8
2022-12-15,Kaffrine,KAFFRINE,780562,69.59,Paludisme,6831,46,27.34,54.84,1060.14,2.56,8.75,Anopheles gambiae,0.83
2022-12-15,Kaffrine,KAFFRINE,780562,69.59,Dengue,2,0,27.34,54.84,1060.14,2.56,0.0,Aedes aegypti,0.62
2022-12-15,Kaolack,GUINGUINEO,1230471,229.8,Paludisme,11281,44,27.65,55.47,898.14,2.64,9.17,Anopheles gambiae,0.9
2022-12-15,Kaolack,GUINGUINEO,1230471,229.8,Dengue,2,0,27.65,55.47,898.14,2.64,0.0,Aedes aegypti,0.82
2022-12-15,Kedougou,SARAYA,201788,12.01,Paludisme,68402,436,27.96,55.22,1500.0,1.96,100.0,Anopheles gambiae,0.84
2022-12-15,Kedougou,KEDOUGOU,201788,12.01,Dengue,2,0,27.96,55.22,1500.0,1.96,0.01,Aedes aegypti,0.89
2022-12-15,Kolda,KOLDA,872765,63.55,Paludisme,71608,515,26.67,61.1,1500.0,1.99,82.05,Anopheles gambiae,0.74
2022-12-15,Kolda,VELINGARA,872765,63.55,Dengue,12,0,26.67,61.1,1500.0,1.99,0.01,Aedes aegypti,0.73
2022-12-15,Louga,SAKAL,1084483,43.46,Paludisme,2682,20,27.02,55.46,953.65,3.18,2.47,Anopheles gambiae,0.73
2022-12-15,Louga,KEUR-MOMAR-SARR,1084483,43.46,Dengue,6,0,27.02,55.46,953.65,3.18,0.01,Aedes aegypti,0.89
2022-12-15,Matam,DAGANA,749441,25.5,Paludisme,0,0,29.66,45.78,917.86,2.81,0.0,Anopheles gambiae,0.69
2022-12-15,Matam,RANEROU,749441,25.5,Dengue,25,0,29.66,45.78,917.86,2.81,0.03,Aedes aegypti,0.8
2022-12-15,Saint-Louis,PODOR,1127006,58.55,Paludisme,493,2,26.32,54.57,401.86,3.68,0.44,Anopheles gambiae,0.86
2022-12-15,Saint-Louis,PODOR,1127006,58.55,Dengue,1,0,26.32,54.57,401.86,3.68,0.0,Aedes aegypti,0.71
2022-12-15,Sedhiou,GOUDOMP,598394,81.39,Paludisme,8507,59,26.4,69.22,1306.06,1.65,14.22,Anopheles gambiae,0.77
2022-12-15,Sedhiou,SEDHIOU,598394,81.39,Dengue,0,0,26.4,69.22,1306.06,1.65,0.0,Aedes aegypti,0.63
2022-12-15,Tambacounda,MAKACOULIBANTANG,912193,21.52,Paludisme,0,0,29.97,49.97,696.62,2.6,0.0,Anopheles gambiae,0.88
2022-12-15,Tambacounda,MAKACOULIBANTANG,912193,21.52,Dengue,7,0,29.97,49.97,696.62,2.6,0.01,Aedes aegypti,0.63
2022-12-15,Thies,MBOUR,2274939,340.95,Paludisme,9241,65,26.02,61.76,1161.25,3.26,4.06,Anopheles gambiae,0.83
2022-12-15,Thies,MEKHE,2274939,340.95,Dengue,1,0,26.02,61.76,1161.25,3.26,0.0,Aedes aegypti,0.95
2022-12-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Paludisme,364,3,26.63,68.01,1500.0,1.18,0.52,Anopheles gambiae,0.74
2022-12-15,Ziguinchor,THIONCK-ESSYL,693836,94.3,Dengue,35,0,26.63,68.01,1500.0,1.18,0.05,Aedes aegypti,0.68
2023-01-15,Dakar,DAKAR-NORD,4033770,7374.39,Paludisme,7939,47,25.27,79.87,680.48,4.43,1.97,Anopheles gambiae,0.89
2023-01-15,Dakar,DAKAR-NORD,4033770,7374.39,Dengue,1,0,25.27,79.87,680.48,4.43,0.0,Aedes aegypti,0.84
2023-01-15,Diourbel,MBACKE,1962012,406.74,Paludisme,26251,163,27.5,55.83,533.7,2.93,13.38,Anopheles gambiae,0.79
2023-01-15,Diourbel,TOUBA,1962012,406.74,Dengue,225,0,27.5,55.83,533.7,2.93,0.11,Aedes aegypti,0.8
2023-01-15,Fatick,SOKONE,962393,140.47,Paludisme,1,0,27.4,51.24,898.74,2.79,0.0,Anopheles gambiae,0.77
2023-01-15,Fatick,NDOFFANE,962393,140.47,Dengue,4,0,27.4,51.24,898.74,2.79,0.0,Aedes aegypti,0.66
2023-01-15,Kaffrine,MALEM-HODDAR,799600,71.28,Paludisme,3759,20,27.35,50.57,842.52,2.34,4.7,Anopheles gambiae,0.77
2023-01-15,Kaffrine,KAFFRINE,799600,71.28,Dengue,7,0,27.35,50.57,842.52,2.34,0.01,Aedes aegypti,0.75
2023-01-15,Kaolack,GUINGUINEO,1260483,235.41,Paludisme,10916,47,27.17,53.11,913.6,2.56,8.66,Anopheles gambiae,0.6
2023-01-15,Kaolack,NIORO DU RIP,1260483,235.41,Dengue,2,0,27.17,53.11,913.6,2.56,0.0,Aedes aegypti,0.67
2023-01-15,Kedougou,SARAYA,206710,12.3,Paludisme,21321,102,27.93,55.07,1500.0,1.93,100.0,Anopheles gambiae,0.66
2023-01-15,Kedougou,SALEMATA,206710,12.3,Dengue,2,0,27.93,55.07,1500.0,1.93,0.01,Aedes aegypti,0.77
2023-01-15,Kolda,KOLDA,894052,65.1,Paludisme,130671,915,27.13,67.02,1310.75,2.28,100.0,Anopheles gambiae,0.65
2023-01-15,Kolda,KOLDA,894052,65.1,Dengue,24,0,27.13,67.02,1310.75,2.28,0.03,Aedes aegypti,0.72
2023-01-15,Louga,LOUGA,1110933,44.52,Paludisme,1181,10,27.74,49.45,385.61,3.25,1.06,Anopheles gambiae,0.76
2023-01-15,Louga,KEBEMER,1110933,44.52,Dengue,7,0,27.74,49.45,385.61,3.25,0.01,Aedes aegypti,0.6
2023-01-15,Matam,RANEROU,767720,26.12,Paludisme,0,0,29.31,37.17,1010.31,2.85,0.0,Anopheles gambiae,0.77
2023-01-15,Matam,KANEL,767720,26.12,Dengue,0,0,29.31,37.17,1010.31,2.85,0.0,Aedes aegypti,0.84
2023-01-15,Saint-Louis,RICHARD-TOLL,1154494,59.98,Paludisme,123,0,26.4,55.9,398.14,3.69,0.11,Anopheles gambiae,0.68
2023-01-15,Saint-Louis,SAINT-LOUIS,1154494,59.98,Dengue,63,0,26.4,55.9,398.14,3.69,0.05,Aedes aegypti,0.61
2023-01-15,Sedhiou,SEDHIOU,612989,83.37,Paludisme,7762,60,26.35,64.06,1500.0,1.62,12.66,Anopheles gambiae,0.79
2023-01-15,Sedhiou,GOUDOMP,612989,83.37,Dengue,2,0,26.35,64.06,1500.0,1.62,0.0,Aedes aegypti,0.69
2023-01-15,Tambacounda,TAMBACOUNDA,934442,22.05,Paludisme,141792,996,29.37,50.46,614.73,2.49,100.0,Anopheles gambiae,0.82
2023-01-15,Tambacounda,DIANKHEMAKHAN,934442,22.05,Dengue,10,0,29.37,50.46,614.73,2.49,0.01,Aedes aegypti,0.73
2023-01-15,Thies,THIADIAYE,2330425,349.27,Paludisme,2565,22,26.17,66.22,561.45,3.18,1.1,Anopheles gambiae,0.92
2023-01-15,Thies,JOAL,2330425,349.27,Dengue,3,0,26.17,66.22,561.45,3.18,0.0,Aedes aegypti,0.91
2023-01-15,Ziguinchor,BIGNONA,710759,96.6,Paludisme,4055,20,26.62,65.67,1500.0,1.21,5.71,Anopheles gambiae,0.67
2023-01-15,Ziguinchor,DIOULOULOU,710759,96.6,Dengue,21,0,26.62,65.67,1500.0,1.21,0.03,Aedes aegypti,0.75
2023-02-15,Dakar,MBAO,4033770,7374.39,Paludisme,18409,68,25.01,80.46,722.77,4.47,4.56,Anopheles gambiae,0.9
2023-02-15,Dakar,RUFISQUE,4033770,7374.39,Dengue,14,0,25.01,80.46,722.77,4.47,0.0,Aedes aegypti,0.9
2023-02-15,Diourbel,BAMBEY,1962012,406.74,Paludisme,4772,37,27.51,48.69,592.07,2.91,2.43,Anopheles gambiae,0.84
2023-02-15,Diourbel,BAMBEY,1962012,406.74,Dengue,91,0,27.51,48.69,592.07,2.91,0.05,Aedes aegypti,0.84
2023-02-15,Fatick,GOSSASS,962393,140.47,Paludisme,1767,9,27.7,52.63,729.98,2.84,1.84,Anopheles gambiae,0.82
2023-02-15,Fatick,NIAKHAR,962393,140.47,Dengue,48,0,27.7,52.63,729.98,2.84,0.05,Aedes aegypti,0.63
2023-02-15,Kaffrine,MALEM-HODDAR,799600,71.28,Paludisme,7033,36,27.93,51.57,1066.2,2.71,8.8,Anopheles gambiae,0.74
2023-02-15,Kaffrine,BIRKELANE,799600,71.28,Dengue,0,0,27.93,51.57,1066.2,2.71,0.0,Aedes aegypti,0.81
2023-02-15,Kaolack,GUINGUINEO,1260483,235.41,Paludisme,2598,15,27.44,60.7,958.25,2.56,2.06,Anopheles gambiae,0.7
2023-02-15,Kaolack,KAOLACK,1260483,235.41,Dengue,2,0,27.44,60.7,958.25,2.56,0.0,Aedes aegypti,0.8
2023-02-15,Kedougou,SARAYA,206710,12.3,Paludisme,15496,48,27.73,56.83,1500.0,1.89,74.96,Anopheles gambiae,0.67
2023-02-15,Kedougou,KEDOUGOU,206710,12.3,Dengue,2,0,27.73,56.83,1500.0,1.89,0.01,Aedes aegypti,0.71
2023-02-15,Kolda,KOLDA,894052,65.1,Paludisme,328857,1305,27.16,53.27,1500.0,2.08,100.0,Anopheles gambiae,0.67
2023-02-15,Kolda,VELINGARA,894052,65.1,Dengue,98,0,27.16,53.27,1500.0,2.08,0.11,Aedes aegypti,0.86
2023-02-15,Louga,DAROU-MOUSTY,1110933,44.52,Paludisme,771,4,25.9,57.62,984.67,3.2,0.69,Anopheles gambiae,0.83
2023-02-15,Louga,LOUGA,1110933,44.52,Dengue,7,0,25.9,57.62,984.67,3.2,0.01,Aedes aegypti,0.82
2023-02-15,Matam,RANEROU,767720,26.12,Paludisme,7242,27,29.18,41.16,1035.41,2.79,9.43,Anopheles gambiae,0.87
2023-02-15,Matam,MATAM,767720,26.12,Dengue,15,0,29.18,41.16,1035.41,2.79,0.02,Aedes aegypti,0.85
2023-02-15,Saint-Louis,SAINT-LOUIS,1154494,59.98,Paludisme,986,5,26.79,57.15,690.56,3.76,0.85,Anopheles gambiae,0.7
2023-02-15,Saint-Louis,PETE,1154494,59.98,Dengue,8,0,26.79,57.15,690.56,3.76,0.01,Aedes aegypti,0.81
2023-02-15,Sedhiou,BOUNKILING,612989,83.37,Paludisme,12940,46,26.69,65.86,1500.0,1.56,21.11,Anopheles gambiae,0.7
2023-02-15,Sedhiou,GOUDOMP,612989,83.37,Dengue,0,0,26.69,65.86,1500.0,1.56,0.0,Aedes aegypti,0.75
2023-02-15,Tambacounda,BAKEL,934442,22.05,Paludisme,28043,190,29.19,47.78,829.87,2.52,30.01,Anopheles gambiae,0.86
2023-02-15,Tambacounda,MAKACOULIBANTANG,934442,22.05,Dengue,9,0,29.19,47.78,829.87,2.52,0.01,Aedes aegypti,0.76
2023-02-15,Thies,POUT,2330425,349.27,Paludisme,2963,14,25.38,66.43,256.69,3.36,1.27,Anopheles gambiae,0.95
2023-02-15,Thies,MEKHE,2330425,349.27,Dengue,6,0,25.38,66.43,256.69,3.36,0.0,Aedes aegypti,0.85
2023-02-15,Ziguinchor,BIGNONA,710759,96.6,Paludisme,4863,19,26.55,67.08,934.61,1.18,6.84,Anopheles gambiae,0.7
2023-02-15,Ziguinchor,THIONCK-ESSYL,710759,96.6,Dengue,1,0,26.55,67.08,934.61,1.18,0.0,Aedes aegypti,0.61
2023-03-15,Dakar,RUFISQUE,4033770,7374.39,Paludisme,4680,21,24.45,79.31,572.57,4.47,1.16,Anopheles gambiae,0.93
2023-03-15,Dakar,YEUMBEUL,4033770,7374.39,Dengue,2,0,24.45,79.31,572.57,4.47,0.0,Aedes aegypti,0.93
2023-03-15,Diourbel,BAMBEY,1962012,406.74,Paludisme,38077,157,27.53,48.35,519.1,2.77,19.41,Anopheles gambiae,0.81
2023-03-15,Diourbel,MBACKE,1962012,406.74,Dengue,1,0,27.53,48.35,519.1,2.77,0.0,Aedes aegypti,0.85
2023-03-15,Fatick,NDOFFANE,962393,140.47,Paludisme,1678,8,27.4,57.52,578.27,2.95,1.74,Anopheles gambiae,0.61
2023-03-15,Fatick,GOSSASS,962393,140.47,Dengue,6,0,27.4,57.52,578.27,2.95,0.01,Aedes aegypti,0.68
2023-03-15,Kaffrine,KAFFRINE,799600,71.28,Paludisme,6644,44,28.04,55.54,935.73,2.46,8.31,Anopheles gambiae,0.71
2023-03-15,Kaffrine,KAFFRINE,799600,71.28,Dengue,8,0,28.04,55.54,935.73,2.46,0.01,Aedes aegypti,0.83
2023-03-15,Kaolack,KAOLACK,1260483,235.41,Paludisme,17210,136,27.48,61.87,1065.74,2.36,13.65,Anopheles gambiae,0.62
2023-03-15,Kaolack,GUINGUINEO,1260483,235.41,Dengue,3,0,27.48,61.87,1065.74,2.36,0.0,Aedes aegypti,0.8
2023-03-15,Kedougou,KEDOUGOU,206710,12.3,Paludisme,0,0,28.02,56.68,1500.0,1.98,0.0,Anopheles gambiae,0.8
2023-03-15,Kedougou,SARAYA,206710,12.3,Dengue,2,0,28.02,56.68,1500.0,1.98,0.01,Aedes aegypti,0.76
2023-03-15,Kolda,KOLDA,894052,65.1,Paludisme,1,0,27.42,67.35,1361.83,1.91,0.0,Anopheles gambiae,0.66
2023-03-15,Kolda,VELINGARA,894052,65.1,Dengue,1,0,27.42,67.35,1361.83,1.91,0.0,Aedes aegypti,0.69
2023-03-15,Louga,LOUGA,1110933,44.52,Paludisme,1048,10,26.94,51.29,411.89,3.09,0.94,Anopheles gambiae,0.72
2023-03-15,Louga,COKI,1110933,44.52,Dengue,4,0,26.94,51.29,411.89,3.09,0.0,Aedes aegypti,0.69
2023-03-15,Matam,KIDIRA,767720,26.12,Paludisme,0,0,29.0,48.38,823.41,2.89,0.0,Anopheles gambiae,0.71
2023-03-15,Matam,KANEL,767720,26.12,Dengue,21,0,29.0,48.38,823.41,2.89,0.03,Aedes aegypti,0.89
2023-03-15,Saint-Louis,SAINT-LOUIS,1154494,59.98,Paludisme,979,9,26.69,58.07,457.77,3.58,0.85,Anopheles gambiae,0.81
2023-03-15,Saint-Louis,SAINT-LOUIS,1154494,59.98,Dengue,12,0,26.69,58.07,457.77,3.58,0.01,Aedes aegypti,0.73
2023-03-15,Sedhiou,SEDHIOU,612989,83.37,Paludisme,12303,66,25.82,68.05,1500.0,1.74,20.07,Anopheles gambiae,0.84
2023-03-15,Sedhiou,GOUDOMP,612989,83.37,Dengue,37,0,25.82,68.05,1500.0,1.74,0.06,Aedes aegypti,0.78
2023-03-15,Tambacounda,GOUDIRY,934442,22.05,Paludisme,65110,461,29.31,40.7,716.1,2.51,69.68,Anopheles gambiae,0.79
2023-03-15,Tambacounda,BAKEL,934442,22.05,Dengue,4,0,29.31,40.7,716.1,2.51,0.0,Aedes aegypti,0.67
2023-03-15,Thies,TIVAOUANE,2330425,349.27,Paludisme,2537,17,25.68,62.4,573.75,3.34,1.09,Anopheles gambiae,0.86
2023-03-15,Thies,POPENGUINE,2330425,349.27,Dengue,5,0,25.68,62.4,573.75,3.34,0.0,Aedes aegypti,0.91
2023-03-15,Ziguinchor,DIOULOULOU,710759,96.6,Paludisme,6156,42,26.53,63.99,1482.58,1.2,8.66,Anopheles gambiae,0.86
2023-03-15,Ziguinchor,DIOULOULOU,710759,96.6,Dengue,33,0,26.53,63.99,1482.58,1.2,0.05,Aedes aegypti,0.81
2023-04-15,Dakar,PIKINE,4033770,7374.39,Paludisme,6389,27,24.35,81.31,736.95,4.41,1.58,Anopheles gambiae,0.85
2023-04-15,Dakar,GUEDIAWAYE,4033770,7374.39,Dengue,93,0,24.35,81.31,736.95,4.41,0.02,Aedes aegypti,0.86
2023-04-15,Diourbel,BAMBEY,1962012,406.74,Paludisme,22303,199,27.98,50.98,789.72,2.89,11.37,Anopheles gambiae,0.68
2023-04-15,Diourbel,MBACKE,1962012,406.74,Dengue,86,0,27.98,50.98,789.72,2.89,0.04,Aedes aegypti,0.81
2023-04-15,Fatick,FATICK,962393,140.47,Paludisme,899,6,28.34,53.87,609.67,2.85,0.93,Anopheles gambiae,0.88
2023-04-15,Fatick,GOSSASS,962393,140.47,Dengue,11,0,28.34,53.87,609.67,2.85,0.01,Aedes aegypti,0.89
2023-04-15,Kaffrine,BIRKELANE,799600,71.28,Paludisme,2802,19,27.87,54.34,579.39,2.56,3.5,Anopheles gambiae,0.78
2023-04-15,Kaffrine,KAFFRINE,799600,71.28,Dengue,4,0,27.87,54.34,579.39,2.56,0.01,Aedes aegypti,0.81
2023-04-15,Kaolack,KOUNGUEUL,1260483,235.41,Paludisme,7332,23,27.24,60.1,688.83,2.64,5.82,Anopheles gambiae,0.75
2023-04-15,Kaolack,KAOLACK,1260483,235.41,Dengue,1,0,27.24,60.1,688.83,2.64,0.0,Aedes aegypti,0.64
2023-04-15,Kedougou,SALEMATA,206710,12.3,Paludisme,66424,597,28.13,56.58,1500.0,1.89,100.0,Anopheles gambiae,0.68
